subscription_id,customer_id,product_category,deposit_product_id,product_name,subscription_date,maturity_date,months,amount,interest_rate,status,channel
S00003696,C001210,적금,SAV003,신한은행 청년 처음 적금,2025-05-22,2027-05-12,24,19241184,4.5,유지,인터넷
S00002995,C000971,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-05-22,2035-05-20,0,1043403,0.1,유지,영업점
S00004950,C001646,예금,DEP004,우리은행 WON플러스 예금,2025-05-22,2026-05-17,12,100000000,3.4,유지,영업점
S00008526,C002974,적금,SAV005,NH농협은행 NH1934월복리적금,2025-05-22,2027-05-12,24,8253000,4.2,유지,인터넷
S00003935,C001296,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-05-22,2026-05-17,12,5152452,3.5,유지,모바일
S00005065,C001685,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-05-22,2026-05-17,12,100000000,3.1,유지,영업점
S00005598,C001894,예금,DEP002,신한은행 쏠편한 정기예금,2025-05-23,2026-05-18,12,100000000,3.2,유지,인터넷
S00001106,C000388,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-05-23,2026-05-18,12,100000000,3.1,유지,영업점
S00006792,C002314,적금,SAV001,KB국민은행 KB 청년희망적금,2025-05-23,2027-05-13,24,13884240,5.0,유지,영업점
S00008231,C002859,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-05-24,2026-05-19,12,100000000,3.1,유지,영업점
S00002096,C000700,적금,SAV005,NH농협은행 NH1934월복리적금,2025-05-24,2027-05-14,24,17160048,4.2,유지,인터넷
S00004938,C001642,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-05-24,2035-05-22,0,4654578,0.1,유지,모바일
S00006926,C002364,예금,DEP006,하나은행 3·6·9 정기예금,2025-05-24,2025-11-20,6,100000000,3.6,만기,영업점
S00001604,C000551,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-05-24,2035-05-22,0,740352,0.1,유지,모바일
S00004914,C001631,적금,SAV003,신한은행 청년 처음 적금,2025-05-24,2027-05-14,24,7639536,4.5,유지,인터넷
S00008254,C002866,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-05-24,2035-05-22,0,3295996,0.1,유지,영업점
S00000284,C000094,예금,DEP004,우리은행 WON플러스 예금,2025-05-25,2026-05-20,12,100000000,3.4,유지,영업점
S00006388,C002174,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-05-25,2035-05-23,0,3570594,0.1,유지,모바일
S00003396,C001111,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-05-25,2026-05-20,12,100000000,3.1,유지,영업점
S00002159,C000718,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-05-25,2035-05-23,0,3456655,0.1,유지,모바일
S00002518,C000821,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-05-26,2026-05-21,12,100000000,3.1,유지,영업점
S00008253,C002866,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-05-26,2035-05-24,0,2849859,0.1,유지,모바일
S00002808,C000914,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-05-26,2035-05-24,0,4083012,0.1,유지,모바일
S00001152,C000401,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-05-26,2035-05-24,0,2351144,0.1,유지,모바일
S00007334,C002506,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-05-26,2035-05-24,0,318798,0.1,유지,모바일
S00008087,C002800,적금,SAV003,신한은행 청년 처음 적금,2025-05-26,2027-05-16,24,11888952,4.5,유지,인터넷
S00005531,C001866,적금,SAV005,NH농협은행 NH1934월복리적금,2025-05-26,2027-05-16,24,23890560,4.2,유지,인터넷
S00001273,C000446,예금,DEP003,NH농협은행 NH올원 e예금,2025-05-27,2025-11-23,6,100000000,3.3,해지,인터넷
S00003721,C001220,예금,DEP003,NH농협은행 NH올원 e예금,2025-05-27,2025-11-23,6,100000000,3.3,만기,인터넷
S00004652,C001539,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-05-27,2035-05-25,0,1209573,0.1,유지,영업점
S00004281,C001409,예금,DEP003,NH농협은행 NH올원 e예금,2025-05-28,2025-11-24,6,100000000,3.3,만기,인터넷
S00000218,C000075,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-05-28,2035-05-26,0,3681973,0.1,유지,모바일
S00003819,C001258,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-05-29,2026-05-24,12,4251168,3.5,유지,모바일
S00001933,C000649,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-05-29,2035-05-27,0,1463219,0.1,유지,모바일
S00008099,C002803,적금,SAV002,하나은행 하나 청년도약계좌,2025-05-29,2026-05-24,12,6420576,4.0,유지,영업점
S00006698,C002282,예금,DEP006,하나은행 3·6·9 정기예금,2025-05-29,2025-11-25,6,100000000,3.6,만기,영업점
S00001859,C000626,적금,SAV001,KB국민은행 KB 청년희망적금,2025-05-29,2027-05-19,24,20180352,5.0,유지,영업점
S00001928,C000647,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-05-29,2035-05-27,0,301083,0.1,유지,영업점
S00002974,C000964,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-05-30,2035-05-28,0,4898833,0.1,유지,영업점
S00006759,C002303,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-05-30,2026-05-25,12,3881892,3.5,유지,모바일
S00006117,C002082,예금,DEP004,우리은행 WON플러스 예금,2025-05-30,2026-05-25,12,100000000,3.4,유지,영업점
S00008469,C002952,적금,SAV001,KB국민은행 KB 청년희망적금,2025-05-31,2027-05-21,24,15570312,5.0,유지,영업점
S00007774,C002681,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-05-31,2026-05-26,12,4461312,3.5,유지,모바일
S00005391,C001812,예금,DEP006,하나은행 3·6·9 정기예금,2025-05-31,2025-11-27,6,100000000,3.6,유지,영업점
S00000679,C000239,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-01,2027-05-22,24,15639216,4.2,유지,인터넷
S00007220,C002465,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-01,2035-05-30,0,4581602,0.1,유지,모바일
S00006077,C002068,적금,SAV002,하나은행 하나 청년도약계좌,2025-06-01,2026-05-27,12,11172684,4.0,유지,영업점
S00002981,C000966,예금,DEP002,신한은행 쏠편한 정기예금,2025-06-01,2026-05-27,12,100000000,3.2,유지,인터넷
S00004336,C001427,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-01,2035-05-30,0,2372756,0.1,유지,영업점
S00004059,C001334,예금,DEP006,하나은행 3·6·9 정기예금,2025-06-02,2025-11-29,6,100000000,3.6,유지,영업점
S00002133,C000710,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-02,2035-05-31,0,3123707,0.1,유지,영업점
S00005228,C001749,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-02,2035-05-31,0,3238768,0.1,유지,모바일
S00003204,C001044,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-02,2027-05-23,24,5990400,5.0,유지,영업점
S00004038,C001328,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-03,2027-05-24,24,18320856,5.0,유지,영업점
S00002314,C000764,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-03,2027-05-24,24,4807992,4.2,유지,인터넷
S00002098,C000700,예금,DEP006,하나은행 3·6·9 정기예금,2025-06-03,2025-11-30,6,100000000,3.6,유지,영업점
S00003851,C001269,적금,SAV003,신한은행 청년 처음 적금,2025-06-03,2027-05-24,24,9973920,4.5,유지,인터넷
S00006811,C002321,예금,DEP006,하나은행 3·6·9 정기예금,2025-06-03,2025-11-30,6,100000000,3.6,유지,영업점
S00003229,C001053,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-04,2027-05-25,24,17643672,4.2,유지,인터넷
S00007124,C002435,예금,DEP001,KB국민은행 KB star 정기예금,2025-06-04,2026-05-30,12,100000000,3.5,유지,영업점
S00007582,C002602,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-04,2035-06-02,0,4381387,0.1,유지,영업점
S00004221,C001388,적금,SAV003,신한은행 청년 처음 적금,2025-06-04,2027-05-25,24,10939704,4.5,유지,인터넷
S00004444,C001469,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-04,2035-06-02,0,1245073,0.1,유지,영업점
S00004997,C001664,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-04,2027-05-25,24,4096608,5.0,유지,영업점
S00007976,C002760,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-05,2027-05-26,24,10827096,4.2,유지,인터넷
S00001091,C000383,적금,SAV002,하나은행 하나 청년도약계좌,2025-06-05,2026-05-31,12,8758572,4.0,유지,영업점
S00007537,C002585,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-06-05,2026-05-31,12,100000000,3.1,유지,영업점
S00001271,C000446,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-06-05,2035-06-03,0,4245530,0.1,유지,모바일
S00003179,C001035,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-05,2035-06-03,0,2956839,0.1,유지,영업점
S00002414,C000791,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-06-07,2026-06-02,12,4194876,3.5,유지,모바일
S00007254,C002479,예금,DEP004,우리은행 WON플러스 예금,2025-06-07,2026-06-02,12,100000000,3.4,유지,영업점
S00003373,C001103,예금,DEP004,우리은행 WON플러스 예금,2025-06-07,2026-06-02,12,100000000,3.4,유지,영업점
S00004749,C001573,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-06-07,2026-06-02,12,10424580,3.5,유지,모바일
S00003876,C001277,적금,SAV003,신한은행 청년 처음 적금,2025-06-07,2027-05-28,24,18839712,4.5,유지,인터넷
S00002232,C000740,예금,DEP004,우리은행 WON플러스 예금,2025-06-07,2026-06-02,12,100000000,3.4,유지,영업점
S00000285,C000095,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-07,2027-05-28,24,16902600,5.0,유지,영업점
S00002480,C000808,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-06-08,2035-06-06,0,3957007,0.1,유지,모바일
S00006063,C002062,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-08,2027-05-29,24,22755696,5.0,유지,영업점
S00004983,C001658,예금,DEP004,우리은행 WON플러스 예금,2025-06-08,2026-06-03,12,100000000,3.4,유지,영업점
S00008495,C002963,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-08,2027-05-29,24,14445216,4.2,유지,인터넷
S00007041,C002406,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-06-08,2026-06-03,12,7046856,3.5,유지,모바일
S00003544,C001158,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-08,2035-06-06,0,3281712,0.1,유지,모바일
S00002971,C000964,적금,SAV002,하나은행 하나 청년도약계좌,2025-06-09,2026-06-04,12,7055748,4.0,유지,영업점
S00007307,C002497,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-09,2035-06-07,0,3798725,0.1,유지,영업점
S00000879,C000308,예금,DEP004,우리은행 WON플러스 예금,2025-06-09,2026-06-04,12,100000000,3.4,유지,영업점
S00004272,C001406,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-09,2027-05-30,24,4636896,4.2,유지,인터넷
S00007772,C002680,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-09,2035-06-07,0,4151389,0.1,유지,영업점
S00007316,C002501,예금,DEP002,신한은행 쏠편한 정기예금,2025-06-10,2026-06-05,12,100000000,3.2,유지,인터넷
S00002722,C000887,예금,DEP002,신한은행 쏠편한 정기예금,2025-06-11,2026-06-06,12,100000000,3.2,유지,인터넷
S00001052,C000368,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-11,2025-12-08,6,100000000,3.3,유지,인터넷
S00006290,C002139,적금,SAV003,신한은행 청년 처음 적금,2025-06-12,2027-06-02,24,6957168,4.5,유지,인터넷
S00000712,C000249,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-12,2035-06-10,0,3138401,0.1,유지,영업점
S00001674,C000571,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-12,2025-12-09,6,100000000,3.3,유지,인터넷
S00006329,C002153,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-12,2025-12-09,6,100000000,3.3,유지,인터넷
S00001624,C000556,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-12,2027-06-02,24,8805024,5.0,유지,영업점
S00007921,C002735,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-12,2035-06-10,0,188187,0.1,유지,영업점
S00005141,C001717,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-12,2027-06-02,24,6818088,4.2,유지,인터넷
S00005945,C002018,예금,DEP006,하나은행 3·6·9 정기예금,2025-06-12,2025-12-09,6,100000000,3.6,유지,영업점
S00004425,C001460,예금,DEP002,신한은행 쏠편한 정기예금,2025-06-13,2026-06-08,12,100000000,3.2,유지,인터넷
S00000119,C000041,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-13,2025-12-10,6,100000000,3.3,유지,인터넷
S00004098,C001347,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-06-13,2035-06-11,0,2528517,0.1,유지,모바일
S00001562,C000538,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-06-13,2026-06-08,12,100000000,3.1,유지,영업점
S00006251,C002126,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-13,2027-06-03,24,18143328,4.2,유지,인터넷
S00004074,C001339,예금,DEP006,하나은행 3·6·9 정기예금,2025-06-13,2025-12-10,6,100000000,3.6,유지,영업점
S00008068,C002793,예금,DEP002,신한은행 쏠편한 정기예금,2025-06-13,2026-06-08,12,100000000,3.2,유지,인터넷
S00000709,C000249,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-14,2035-06-12,0,1597595,0.1,유지,모바일
S00001320,C000462,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-14,2035-06-12,0,134427,0.1,유지,모바일
S00008154,C002827,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-14,2027-06-04,24,6363384,4.2,유지,인터넷
S00005430,C001827,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-14,2035-06-12,0,2788183,0.1,유지,영업점
S00000798,C000279,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-14,2025-12-11,6,100000000,3.3,유지,인터넷
S00008537,C002978,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-06-15,2035-06-13,0,4000433,0.1,유지,모바일
S00000126,C000044,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-15,2025-12-12,6,100000000,3.3,유지,인터넷
S00008174,C002834,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-15,2027-06-05,24,9616104,4.2,유지,인터넷
S00005340,C001792,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-15,2027-06-05,24,19080624,4.2,유지,인터넷
S00002685,C000875,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-15,2025-12-12,6,32531463,3.3,유지,인터넷
S00000329,C000110,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-15,2025-12-12,6,100000000,3.3,유지,인터넷
S00007628,C002622,예금,DEP002,신한은행 쏠편한 정기예금,2025-06-15,2026-06-10,12,100000000,3.2,유지,인터넷
S00003864,C001272,예금,DEP002,신한은행 쏠편한 정기예금,2025-06-15,2026-06-10,12,100000000,3.2,유지,인터넷
S00004712,C001559,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-06-15,2026-06-10,12,4805148,3.5,유지,모바일
S00000796,C000278,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-16,2035-06-14,0,3753461,0.1,유지,영업점
S00002653,C000865,예금,DEP001,KB국민은행 KB star 정기예금,2025-06-16,2026-06-11,12,100000000,3.5,유지,영업점
S00005924,C002010,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-16,2035-06-14,0,3967693,0.1,유지,모바일
S00008350,C002900,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-17,2027-06-07,24,17321592,5.0,유지,영업점
S00005515,C001861,적금,SAV003,신한은행 청년 처음 적금,2025-06-17,2027-06-07,24,11290416,4.5,유지,인터넷
S00000037,C000012,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-17,2027-06-07,24,20787144,5.0,유지,영업점
S00003117,C001011,예금,DEP004,우리은행 WON플러스 예금,2025-06-18,2026-06-13,12,100000000,3.4,유지,영업점
S00001377,C000480,적금,SAV003,신한은행 청년 처음 적금,2025-06-18,2027-06-08,24,11555256,4.5,유지,인터넷
S00002052,C000685,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-18,2035-06-16,0,703191,0.1,유지,영업점
S00006420,C002184,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-18,2025-12-15,6,100000000,3.3,유지,인터넷
S00000556,C000191,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-18,2027-06-08,24,9096216,4.2,유지,인터넷
S00005837,C001981,예금,DEP001,KB국민은행 KB star 정기예금,2025-06-18,2026-06-13,12,100000000,3.5,유지,영업점
S00003998,C001314,예금,DEP001,KB국민은행 KB star 정기예금,2025-06-19,2026-06-14,12,100000000,3.5,유지,영업점
S00005213,C001744,적금,SAV002,하나은행 하나 청년도약계좌,2025-06-19,2026-06-14,12,10103604,4.0,유지,영업점
S00005835,C001980,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-19,2027-06-09,24,12249720,5.0,유지,영업점
S00001209,C000422,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-06-20,2035-06-18,0,674559,0.1,유지,모바일
S00003994,C001313,예금,DEP002,신한은행 쏠편한 정기예금,2025-06-20,2026-06-15,12,100000000,3.2,유지,인터넷
S00005701,C001933,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-06-20,2026-06-15,12,100000000,3.1,유지,영업점
S00006066,C002063,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-20,2035-06-18,0,2960508,0.1,유지,모바일
S00002380,C000782,적금,SAV003,신한은행 청년 처음 적금,2025-06-20,2027-06-10,24,9325512,4.5,유지,인터넷
S00004763,C001578,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-21,2035-06-19,0,4914046,0.1,유지,모바일
S00005485,C001847,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-21,2027-06-11,24,23517912,4.2,유지,인터넷
S00000654,C000230,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-21,2025-12-18,6,100000000,3.3,유지,인터넷
S00002790,C000908,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-06-21,2026-06-16,12,1919700,3.5,유지,모바일
S00000292,C000097,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-06-21,2026-06-16,12,7964520,3.5,유지,모바일
S00002676,C000872,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-06-21,2026-06-16,12,5199840,3.5,유지,모바일
S00008542,C002980,예금,DEP004,우리은행 WON플러스 예금,2025-06-22,2026-06-17,12,100000000,3.4,유지,영업점
S00001358,C000474,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-22,2035-06-20,0,4893230,0.1,유지,모바일
S00004404,C001453,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-22,2035-06-20,0,335465,0.1,유지,영업점
S00008183,C002837,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-23,2025-12-20,6,100000000,3.3,유지,인터넷
S00005129,C001712,적금,SAV002,하나은행 하나 청년도약계좌,2025-06-23,2026-06-18,12,6812148,4.0,유지,영업점
S00001099,C000386,예금,DEP001,KB국민은행 KB star 정기예금,2025-06-23,2026-06-18,12,100000000,3.5,유지,영업점
S00005110,C001704,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-23,2035-06-21,0,4255307,0.1,유지,영업점
S00007475,C002559,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-23,2035-06-21,0,2895861,0.1,유지,영업점
S00006385,C002173,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-06-23,2035-06-21,0,1590661,0.1,유지,모바일
S00008336,C002896,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-23,2025-12-20,6,100000000,3.3,유지,인터넷
S00004569,C001510,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-23,2027-06-13,24,7030128,4.2,유지,인터넷
S00005122,C001710,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-23,2027-06-13,24,20783904,5.0,유지,영업점
S00002262,C000749,적금,SAV002,하나은행 하나 청년도약계좌,2025-06-24,2026-06-19,12,7816296,4.0,유지,영업점
S00001836,C000620,예금,DEP004,우리은행 WON플러스 예금,2025-06-24,2026-06-19,12,100000000,3.4,유지,영업점
S00003601,C001177,예금,DEP004,우리은행 WON플러스 예금,2025-06-24,2026-06-19,12,100000000,3.4,유지,영업점
S00007919,C002734,예금,DEP004,우리은행 WON플러스 예금,2025-06-24,2026-06-19,12,100000000,3.4,유지,영업점
S00008431,C002936,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-24,2035-06-22,0,2274766,0.1,유지,영업점
S00008283,C002878,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-06-24,2026-06-19,12,100000000,3.1,유지,영업점
S00001567,C000539,예금,DEP004,우리은행 WON플러스 예금,2025-06-24,2026-06-19,12,100000000,3.4,유지,영업점
S00006609,C002251,예금,DEP006,하나은행 3·6·9 정기예금,2025-06-24,2025-12-21,6,100000000,3.6,유지,영업점
S00008550,C002984,예금,DEP006,하나은행 3·6·9 정기예금,2025-06-24,2025-12-21,6,100000000,3.6,유지,영업점
S00003777,C001242,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-25,2027-06-15,24,12334128,4.2,유지,인터넷
S00003146,C001022,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-06-25,2035-06-23,0,2760456,0.1,유지,모바일
S00007121,C002433,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-25,2035-06-23,0,437681,0.1,유지,영업점
S00001771,C000600,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-25,2027-06-15,24,19266000,5.0,유지,영업점
S00004544,C001502,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-06-25,2035-06-23,0,4609447,0.1,유지,모바일
S00006624,C002256,적금,SAV003,신한은행 청년 처음 적금,2025-06-25,2027-06-15,24,18799968,4.5,유지,인터넷
S00000464,C000160,예금,DEP001,KB국민은행 KB star 정기예금,2025-06-26,2026-06-21,12,100000000,3.5,유지,영업점
S00007513,C002575,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-06-26,2026-06-21,12,100000000,3.1,유지,영업점
S00007834,C002707,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-27,2027-06-17,24,5350728,4.2,유지,인터넷
S00001773,C000601,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-06-27,2026-06-22,12,6442776,3.5,유지,모바일
S00000105,C000035,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-27,2035-06-25,0,1540534,0.1,유지,영업점
S00008392,C002918,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-06-27,2035-06-25,0,3079485,0.1,유지,모바일
S00004199,C001380,예금,DEP006,하나은행 3·6·9 정기예금,2025-06-27,2025-12-24,6,100000000,3.6,유지,영업점
S00002224,C000737,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-27,2025-12-24,6,100000000,3.3,유지,인터넷
S00004145,C001363,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-27,2035-06-25,0,4416554,0.1,유지,모바일
S00000063,C000022,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-06-27,2026-06-22,12,100000000,3.1,유지,영업점
S00007615,C002618,적금,SAV003,신한은행 청년 처음 적금,2025-06-28,2027-06-18,24,13452144,4.5,유지,인터넷
S00006724,C002291,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-28,2035-06-26,0,2294325,0.1,유지,모바일
S00005625,C001906,적금,SAV002,하나은행 하나 청년도약계좌,2025-06-28,2026-06-23,12,8796588,4.0,유지,영업점
S00001647,C000563,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-06-28,2035-06-26,0,1272043,0.1,유지,영업점
S00002427,C000795,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-28,2035-06-26,0,4688732,0.1,유지,모바일
S00007557,C002593,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-06-29,2035-06-27,0,3220184,0.1,유지,모바일
S00004745,C001572,적금,SAV003,신한은행 청년 처음 적금,2025-06-29,2027-06-19,24,7525176,4.5,유지,인터넷
S00007520,C002577,적금,SAV005,NH농협은행 NH1934월복리적금,2025-06-29,2027-06-19,24,7837608,4.2,유지,인터넷
S00003933,C001295,적금,SAV004,KB국민은행 KB 내맘대로 적금,2025-06-29,2026-06-24,12,11517996,3.5,유지,모바일
S00001482,C000512,예금,DEP003,NH농협은행 NH올원 e예금,2025-06-29,2025-12-26,6,100000000,3.3,유지,인터넷
S00008427,C002935,적금,SAV001,KB국민은행 KB 청년희망적금,2025-06-30,2027-06-20,24,16331928,5.0,유지,영업점
S00002068,C000691,예금,DEP002,신한은행 쏠편한 정기예금,2025-06-30,2026-06-25,12,100000000,3.2,유지,인터넷
S00007213,C002463,예금,DEP004,우리은행 WON플러스 예금,2025-06-30,2026-06-25,12,100000000,3.4,유지,영업점
S00007297,C002494,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-07-01,2026-06-26,12,100000000,3.1,유지,영업점
S00000002,C000001,예금,DEP002,신한은행 쏠편한 정기예금,2025-07-01,2026-06-26,12,100000000,3.2,유지,인터넷
S00007322,C002502,예금,DEP006,하나은행 3·6·9 정기예금,2025-07-01,2025-12-28,6,100000000,3.6,유지,영업점
S00002305,C000762,예금,DEP003,NH농협은행 NH올원 e예금,2025-07-01,2025-12-28,6,100000000,3.3,유지,인터넷
S00005476,C001844,적금,SAV003,신한은행 청년 처음 적금,2025-07-01,2027-06-21,24,14350056,4.5,유지,인터넷
S00004739,C001571,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-07-01,2026-06-26,12,100000000,3.1,유지,영업점
S00003774,C001240,예금,DEP005,IBK기업은행 i-ONE 정기예금,2025-07-01,2026-06-26,12,100000000,3.1,유지,영업점
S00007203,C002459,적금,SAV005,NH농협은행 NH1934월복리적금,2025-07-02,2027-06-22,24,20501640,4.2,유지,인터넷
S00003833,C001262,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2025-07-02,2035-06-30,0,3881701,0.1,유지,모바일
S00007544,C002588,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-07-02,2035-06-30,0,3519641,0.1,유지,영업점
S00004591,C001518,예금,DEP003,NH농협은행 NH올원 e예금,2025-07-03,2025-12-30,6,100000000,3.3,유지,인터넷
S00008488,C002960,입출금,CHK002,KB국민은행 KB Star 입출금통장,2025-07-03,2035-07-01,0,2294385,0.1,유지,영업점
S00002792,C000909,적금,SAV002,하나은행 하나 청년도약계좌,2025-07-03,2026-06-28,12,9457620,4.0,유지,영업점
S00002461,C000804,적금,SAV003,신한은행 청년 처음 적금,2025-07-03,2027-06-23,24,5380656,4.5,유지,인터넷
S00001413,C000492,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-07-03,2035-07-01,0,2742641,0.1,유지,모바일
S00000189,C000065,입출금,CHK001,신한은행 쏠편한 입출금 통장,2025-07-03,2035-07-01,0,2172808,0.1,유지,모바일
S00003988,C001311,예금,DEP006,하나은행 3·6·9 정기예금,2025-07-04,2025-12-31,6,100000000,3.6,유지,영업점
